1	0	30
2	543	99
3	1976	27
4	3285	80
5	4888	13
6	5667	138
7	6871	124
8	7121	110
9	7956	97
10	8932	21
11	9631	4
12	10868	88
13	11027	50
14	11125	68
15	11217	325
16	11347	144
17	11457	53
18	11535	19
19	11766	100
20	11885	10
21	11982	6
22	12093	385
23	13244	20
24	13551	135
25	13765	23
26	13918	72
27	14087	23
28	19963	91
29	20655	156
30	21144	379
31	22856	227
32	23830	92
33	24095	132
34	24365	8
35	24971	159
36	25343	57
37	25567	260
38	25842	20
39	26583	127
40	27428	22
41	27757	110
42	28183	61
43	28369	43
44	28541	8
45	29506	127
46	29749	131
47	29967	91
48	30189	132
49	30432	320
50	31146	121
51	32137	15
52	32282	47
53	32716	57
54	33147	157
55	33239	68
56	33632	79
57	33885	98
58	35822	86
59	36951	285
60	38680	27
61	39385	83
62	39539	185
63	39895	358
64	40450	27
65	40676	277
66	41286	43
67	41471	12
68	42926	180
69	43112	87
70	43247	135
71	43785	86
72	43959	24
73	44058	59
74	44185	54
75	44361	35
76	45018	3
77	45420	13
78	45598	360
79	45879	207
80	46033	72
81	46545	219
82	46827	6
83	47562	31
84	47779	109
85	47897	8
86	48248	19
87	48405	2
88	48829	132
89	49608	8
90	49964	68
91	50117	58
92	50245	179
93	50471	190
94	50622	29
95	51231	43
96	51339	628
97	51450	125
98	52388	110
99	53399	278
100	54282	125
101	55264	66
102	55434	114
103	55479	16
104	55564	80
105	55672	258
106	57148	35
107	57604	132
108	58238	60
109	58437	60
110	59055	69
111	59493	5
112	59892	7
113	60172	189
114	60269	51
115	60711	22
116	60812	9
117	61077	254
118	61305	35
119	62622	145
120	62731	35
121	63640	3
122	64062	28
123	64148	36
124	64318	97
125	64372	17
126	64669	83
127	64786	177
128	64913	57
129	65534	6
130	65746	147
131	66062	34
132	66338	18
133	66648	110
134	66906	98
135	67986	35
136	68839	16
137	69240	148
138	69727	57
139	69838	102
140	70001	2
141	72894	111
142	73029	35
143	73211	279
144	74455	3
145	74615	120
146	74804	124
147	74909	333
148	75568	40
149	76340	94
150	76808	313
151	76985	31
152	77105	402
153	77507	7
154	78230	102
155	78638	152
156	78863	33
157	79275	98
158	79667	118
159	80122	131
160	80229	14
161	80352	22
162	80406	164
163	80588	340
164	80922	49
165	81433	260
166	81660	231
167	82534	139
168	83216	91
169	83325	20
170	83375	122
171	83409	5
172	83488	168
173	83527	10
174	83632	191
175	83700	254
176	83822	111
177	83878	324
178	86141	186
179	86414	103
180	86512	55
181	86689	166
182	86948	155
183	87171	147
184	87906	57
185	88149	196
186	88205	15
187	88259	14
188	88583	1
189	90127	68
190	90213	277
191	90416	12
192	90796	89
193	91548	179
194	92811	33
195	93959	6
196	94960	170
197	95784	54
198	95954	33
199	96154	78
200	96411	34
201	96538	1
202	96597	473
203	98523	241
204	98805	93
205	103743	43
206	107920	91
207	107996	87
208	111545	632
209	112849	43
210	112923	67
211	112974	88
212	113008	19
213	113042	12
214	113075	99
215	113108	8
216	113140	40
217	113176	68
218	113207	6
219	113236	12
220	113267	47
221	113292	39
222	113321	39
223	113356	150
224	114606	30
225	114677	298
226	115722	142
227	118537	5
228	118734	24
229	118816	69
230	118866	26
231	118905	130
232	118944	56
233	118982	86
234	119033	69
235	119075	193
236	119126	81
237	119217	83
238	119253	22
239	119310	31
240	119349	420
241	124053	90
242	124420	163
243	124631	7
244	124801	320
245	124925	100
246	124984	5
247	125016	116
248	126459	55
249	126570	67
250	126673	126
251	126793	39
252	126850	37
253	126923	187
254	128546	50
255	130065	14
256	148169	196
257	154449	59
258	156950	122
259	157033	128
260	162700	75
261	168255	443
262	168737	149
263	169154	98
264	169363	33
265	172914	56
266	173284	30
267	174831	55
268	175391	10
269	175832	93
270	176275	82
271	184662	79
272	188204	340
273	188917	112
274	189511	53
275	189728	60
276	189962	308
277	190294	217
278	191506	325
279	191860	24
280	192061	29
281	192340	14
282	192569	49
283	192739	114
284	193084	74
285	193221	357
286	193395	79
287	193731	130
288	193767	393
289	193971	24
290	194274	28
291	194522	113
292	195033	241
293	195266	31
294	195747	18
295	196100	125
296	196235	226
297	196493	31
298	196643	17
299	196893	175
300	197182	69
301	197470	220
302	197808	59
303	198168	74
304	198427	20
305	198999	45
306	199282	54
307	199444	56
308	199475	125
309	199572	44
310	199667	4
311	199747	5
312	199857	3
313	200079	17
314	200130	51
315	200312	173
316	200582	211
317	200845	263
318	204855	26
319	205778	19
320	206927	66
321	208232	151
322	208899	190
323	209251	24
324	210064	172
325	213498	36
326	213994	24
327	214174	39
328	214420	20
329	214507	245
330	215947	115
331	216282	22
332	216429	41
333	216554	112
334	216814	99
335	217068	93
336	217168	187
337	217363	204
338	217475	40
339	218377	48
340	219002	137
341	219453	76
342	219684	379
343	220991	6
344	221198	52
345	221400	21
346	221657	26
347	222662	10
348	222974	268
349	223049	56
350	223247	204
351	223286	15
352	223506	89
353	224062	36
354	224400	93
355	225016	28
356	225475	9
357	225936	107
358	225997	26
359	226060	59
360	226093	46
361	226174	11
362	226250	69
363	226367	110
364	226855	90
365	227113	324
366	227589	69
367	228335	116
368	228642	142
369	228955	98
370	229097	154
371	229385	201
372	229459	656
373	229752	39
374	230893	162
375	231461	112
376	231828	115
377	231956	20
378	232531	44
379	233187	523
380	233338	94
381	233586	29
382	234252	113
383	234764	13
384	235351	19
385	235704	319
386	236021	115
387	238966	32
388	239327	28
389	239609	15
390	240209	44
391	240271	35
392	240503	93
393	240796	118
394	241105	29
395	241209	119
396	241273	278
397	241424	48
398	241628	162
399	241751	4
400	241788	36
401	241848	39
402	241898	151
403	242033	91
404	242129	108
405	242325	113
406	242567	17
407	242742	55
408	242775	299
409	242860	77
410	242977	43
411	243009	277
412	243072	24
413	243147	86
414	243215	65
415	243284	63
416	243350	96
417	244611	13
418	244663	200
419	244735	33
420	244763	58
421	244796	92
422	244834	84
423	244898	333
424	246523	43
425	246576	159
426	246659	344
427	248165	24
428	248785	11
429	248934	36
430	249014	48
431	249065	330
432	250611	74
433	250801	101
434	250992	88
435	251147	23
436	251382	112
437	251661	30
438	251915	10
439	252129	376
440	252294	105
441	252356	44
442	252405	164
443	252461	18
444	252671	59
445	252740	97
446	252879	11
447	252992	101
448	253131	49
449	256088	185
450	256688	29
451	256973	164
452	257257	265
453	257552	12
454	257628	84
455	257715	41
456	257833	267
457	258393	123
458	258455	21
459	258510	1
460	258606	134
461	258763	46
462	258808	56
463	258922	18
464	259122	52
465	259161	37
466	259185	73
467	259248	63
468	259321	153
469	259385	127
470	259862	76
471	260038	154
472	260167	153
473	260241	16
474	260353	34
475	260539	49
476	260616	83
477	260656	29
478	260684	170
479	262155	86
480	262430	73
481	262949	18
482	263476	16
483	263689	209
484	263893	64
485	264060	69
486	264098	52
487	264174	98
488	264227	7
489	264338	703
490	265755	82
491	265822	30
492	265929	118
493	265981	67
494	266038	594
495	267847	56
496	267936	38
497	267963	96
498	270849	24
499	271239	200
500	271522	357
501	271739	114
502	271816	22
503	271871	55
504	271914	21
505	271978	115
506	272013	3
507	272054	66
508	272096	10
509	272136	50
510	272214	67
511	272350	94
512	272967	85
513	274949	99
514	275239	73
515	275413	56
516	275546	86
517	275659	3
518	275829	30
519	275956	243
520	276035	219
521	276112	24
522	276196	9
523	276268	12
524	276347	20
525	276466	60
526	276573	181
527	283024	39
528	283287	158
529	283444	192
530	283885	381
531	284061	9
532	284212	16
533	285739	108
534	285944	209
535	286015	123
